,sender,receiver,confirmed_round,amount,asset_id,transaction_id
0,RED6CKYRAOGMRC4UR3ZO5MP5B6L6HVVJ77T4MNZYWJBTCLVQVB76DTMYVU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,125250770,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,RED6CKYRAOGMRC4UR3ZO5MP5B6L6HVVJ77T4MNZYWJBTCLVQVB76DTMYVU,18931102,125118,31566704,OCWCLRPAFHIWENC5AXQV64SHFBLGBPVPKIIG33CDOGQ5WXMBBXDQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,ZS6EU6DYO4VQJY2EPMHMOSISUCAYDEZWSYPPW45LZEDJK5OVTSBLOR5OD4,18930739,200000000,31566704,UCP72NKYLQHKDW6WGJ45K6NRCI32SGZEEM7DDVQGDC3OJFBLUI5Q
0,ZS6EU6DYO4VQJY2EPMHMOSISUCAYDEZWSYPPW45LZEDJK5OVTSBLOR5OD4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1064390362,31566704,0
0,PWRW6KQ2QBOKLMXMAEPEO6HDXIWV4XLPGHK7BRHLAZGXOGDN7VLOIBV65E,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,83000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,PWRW6KQ2QBOKLMXMAEPEO6HDXIWV4XLPGHK7BRHLAZGXOGDN7VLOIBV65E,18930584,333000000,31566704,BXDWHI6LLVDRDDS7XJ32G6GIN6NQJV23NVIFYIBWTWWMLW4AOSTQ
0,ZS6EU6DYO4VQJY2EPMHMOSISUCAYDEZWSYPPW45LZEDJK5OVTSBLOR5OD4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1050964056,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,W6DQBLVGNOSAWOOSZA4ZYYRW437FLY3BWKDFR2ILX4TDABCOTRMGXVLAYA,18930145,50000000,31566704,EQET7EOSYPOLK43OBH5OUMR2BNNX5CAG475D3G3GTEY7WRT3CGBA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,W6DQBLVGNOSAWOOSZA4ZYYRW437FLY3BWKDFR2ILX4TDABCOTRMGXVLAYA,18929944,100000000,31566704,4DH3XDOIT6VM2PN4DQTOHOXAMKEX3Y6CC2AECT5TOYGEN4A7EX4Q
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,J7UJJBC36UKGFO2Z43GS5OACR363EUL6KHJYLEVPNI3Q2CK3NMB4XZ5G7E,18929868,1100000000,31566704,FZKASSCO3DBGOSKUZCLBC72UFV4OBBUVNMORT7HQ5MLLTMEPV5VQ
0,RD2FG6IO7NOWMWS5U7TQF32UHXTOIHYIQ26IQMS6COKRSYKC6OIUYHKNSI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,255535522,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,723HTRDWAABXBUSUQP2N7OHVDBOPFEAIHIAUD57GJFTRSZ37M3OXYQAJEI,18929690,3798985162,31566704,DE5JXGAH6LE3LK7KWXERI2KVCWV5LQ2PNOMS4NIJ6Z5RJHQ7KY4Q
0,4WG26633TB64TK6QTWTB7ZCZHHZTPNA4DMNXQZ2J6FSY6AMSQV5QIJ7TT4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,60650690,31566704,0
0,QDJTXZRR3Q4ITNRNOM3KXWVRHXFXFDXSMR4EDTKAQ3PEMVWQDGGOLL4AAU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,302646739,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,NGM6HRG5STIEUWKMRZC7TMPMJFFPUANT2QQXJDA3VHV6LYVDU2AKYHN22A,18929055,1000000000,31566704,2FWGMQC536NQ262JI5FDGHZSCMN3G3GJUVSTC4I3QEL67S435HMA
0,FUTRPTIVMK7ZWWMJYK7CS4PHGCUPCTSAHLWY77FXAKZU7RY2IZB2GU426E,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,6404648,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,FUTRPTIVMK7ZWWMJYK7CS4PHGCUPCTSAHLWY77FXAKZU7RY2IZB2GU426E,18928879,200000000,31566704,C2BRSLBF5AFTPKPC7WQFGHY6BBKUJ3GQOCKIL6F2MVS4IMBLWAKA
0,HEOXICLZKYBGQOTACZQXOYISL3SQJ5MX7OMACEQWZSTUYQPXMSCFQKYKTU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,88423231,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,V2HMENGGDOY7YOJ5F62LITP6NP74TKXX4VYMC76BRFOVLJDUUA25D4S7IM,18928838,2500000000,31566704,45WX5X7VQV5EXJNJBX4LWS3AY6CYJZZAB436T6ODMAYC32FCXESA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,ZHXS3SNZYLC7UZHF3C34WEQRHQ5C5VMALVCOT4KIUL4SUGD56S3DLT2LRU,18928768,5592096720,31566704,7PSOWUPIWMV74L6MKOM54I3O6KSERP357RLAQM6222QEVSTI2ESA
0,ZHXS3SNZYLC7UZHF3C34WEQRHQ5C5VMALVCOT4KIUL4SUGD56S3DLT2LRU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,5592122882,31566704,0
0,FI2IABRPHHWCCN7QPMHGHWP4SOER34LWEOMQPQKJQQKJ5ELM6DA7QAQGZE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,957591,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JQECMJX4NP63O7JTLJWVCLHFXB5G7MBCROLZ64N4RXN2WKIJEXTPD5G3S4,18928642,7750000,31566704,PTWFVS3J6LHXVYSCXO3O7IPJWUOQFTG3HPUTKAN2PNFPDQYBMU5Q
0,OHYF2BCER4LVZE3AZFCU2S3FLRTBKPRKYMC6BHLXODGTKZHS44JG2CXYE4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,400000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,OHYF2BCER4LVZE3AZFCU2S3FLRTBKPRKYMC6BHLXODGTKZHS44JG2CXYE4,18928285,400000000,31566704,2VLIQ26E6LLNPOWNEGKFCOPQQ236KF53WHVEVVP7VHPL6UQV36GQ
0,VTRNVPZSX3YKDXNHRSEFN2RUL32ALLI6PLQ4TMGOOXWRQSQSOD6OSMG5VU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,49838490,31566704,0
0,LZTWSOM5DQ6FI2KQ63EK6BERE3P7V6IFKHIHDXWUJUTURN4CR7DPEYW5BI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,48167686,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,3KSYM4QJF6I2XWJ7PMX7VS6PNMWNVKJAZFOXSECR3A45BTC7O45RJLWJEE,18928131,391687129,31566704,EM6LFV645MC7B7DP67SD6ZKHSP23JKC3Z3PQ4RGRFVA3R5JZUIFQ
0,OLVTV6LFPJLYF7VAKGXDQPMD5EPJCWTYMYWTEDXILTPBO4NA3L236NQLFI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1001636622,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,OLVTV6LFPJLYF7VAKGXDQPMD5EPJCWTYMYWTEDXILTPBO4NA3L236NQLFI,18928005,1000574,31566704,4H75GUI6BHAQGCH7ZJ5D2TWDMPT5HNJ4SPCQOSXHPHOHZIMEO6YQ
0,ZS6EU6DYO4VQJY2EPMHMOSISUCAYDEZWSYPPW45LZEDJK5OVTSBLOR5OD4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,550000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,ZS6EU6DYO4VQJY2EPMHMOSISUCAYDEZWSYPPW45LZEDJK5OVTSBLOR5OD4,18927247,1600000000,31566704,UIYWT4MS5I5PQZQW3GAU5BNGIQH3AHKFR6GQICO2JXYQ2MYYHERA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,IXV4TIRDAVCYR3XSECLGFJEEBR4POOHEKJ3HXSVSH7HLAL564UPDIQ4MCY,18927085,500000000,31566704,4WC7PJRET3UXG4AOFCSXSUZ7WPHQLEOBA36R43S35FO6V2W2MP3A
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,IXV4TIRDAVCYR3XSECLGFJEEBR4POOHEKJ3HXSVSH7HLAL564UPDIQ4MCY,18927053,700000000,31566704,VTYEFAKWEQIONZFLWHQDUH2YJPCGLTW5GU4DVPPBKZ4B7MMPL4EA
0,QAELMPO5MY4II7TLEHKS7QCJAAGOKZD63C2OEVSGTSW5XZTBJK6W2OGRMA,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,13000000,31566704,0
0,LZTWSOM5DQ6FI2KQ63EK6BERE3P7V6IFKHIHDXWUJUTURN4CR7DPEYW5BI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,96810805,31566704,0
0,7CYZAB32YJZYLPBQJAOAYOYTB6V7H3AV6KE2ZXV6IIPXK7X7RQK5XS6BCM,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,100516807,31566704,0
0,7OLSKZYT76WBTEI4BOUIN2ZI72TVNMAIURZPHE5BW7LCAVU64QKCC6LBZE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,100000000,31566704,0
0,OWCPRBEVZKH2FTFJZCWLWO6U4G2OIRTMG7BHJ5JDADMQ26NDBY4PXNVSNY,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1502569951,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,OWCPRBEVZKH2FTFJZCWLWO6U4G2OIRTMG7BHJ5JDADMQ26NDBY4PXNVSNY,18926799,1500993,31566704,SDXF744R5NKKIPJRNZLLZW54XHCTGCOVGTNK6LMX7AXMHVL3QXQQ
0,GN3A3ROJOAVJGMEGF2NNCE3ONOXUPR6FKJLRSH4PAGWYE4PS663S2OMCOE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,20961221,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,NALQDRGYWG76U7P2T47IPSEHM7QRLCDFUICMYPUYSTZNLU5UD6YCD6CEOI,18926758,200000000,31566704,5N2G6KAHY32RGS5EFDR6ZJO3DDZSAYW7A3AFJCIZK5WGQQ7NCMRA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,NALQDRGYWG76U7P2T47IPSEHM7QRLCDFUICMYPUYSTZNLU5UD6YCD6CEOI,18926745,400000000,31566704,VT5IIVGKB2JWA4PMOM2WN2OMVXZEK3AM6QNJUEE6XYOBMXPKE23A
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,7E4VY7WK67455FBTPF5W5S7BD7BWPAMCZNWJZOXYWQUYEWFUG4MH2NZO2I,18926331,1010000000,31566704,E3Q3CAVY2VSWXOXDWZD6DR6WE5MWCW6MUNT2CBIATSBHPRRXURBQ
0,NQN7UZTU5T5AA3YDGCITJUVHLXPPY7MEFD3H2PKMYKZLHCSGGZJNSI5A6I,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,733542459,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,NQN7UZTU5T5AA3YDGCITJUVHLXPPY7MEFD3H2PKMYKZLHCSGGZJNSI5A6I,18926299,732793,31566704,QZCYRW2NS7YOWD43X35VV6B5KOLI3MYZRCAPARKD5KEYSF52A3GA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,ZZ3X2CGHHPVAJH64XBGJH3PCDYKQEYXKFIRMJ7ESCFSJWPS2G6QZUCNFCY,18926218,325000000,31566704,K6DJEVKWWXIOLEKS27UOBYN4AZXQ7G52NKWRVR7GVJNVL5SFUN6A
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,18926192,580417,31566704,6ZSDBYJXA4BUWXLEZBNPQZQPRL3H3KBM2D6ICHYJIOAGI2RYXEJA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,18926179,392971,31566704,NXINSXXXMONC7BKXN2E542PUFR36K33ATSBGTDR3UM3EACENY6UQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,18926169,378171,31566704,3QIVZJKYJ2ZJJ6S2AB42D5WGKATOVEQTFXQENVEGCAMSNYZBXDVQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,18926160,1086721,31566704,VD2DNF4DT4LHOIKRVBRYZXCABYRVQCWBOIBEUDPJOXSFS6ZWDI5Q
0,ZZ3X2CGHHPVAJH64XBGJH3PCDYKQEYXKFIRMJ7ESCFSJWPS2G6QZUCNFCY,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,257928603,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,ZZ3X2CGHHPVAJH64XBGJH3PCDYKQEYXKFIRMJ7ESCFSJWPS2G6QZUCNFCY,18926145,257575,31566704,UGTUOZVEPUH25MLDSYYVAMPR7ZP2NIHL5LUULNMMRGOPOPSYDJBA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,BSKECEOAHKO4QLMTEUUHKLZTPO5QKZCGAMYLVRMR4B2QXJPUNQYRIHR6UY,18926128,16827040,31566704,67UQWDXPWLNMYLW5QYXMAQZRKRACEOQIV2CXYFQHEL3MXU3ECHGA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,LXUTB24U5OES3D4ZOOQKYY6DISYD7TIYCT5XXJKC36HUT4XLLMGVCORKNM,18926004,10000000000,31566704,UTGTHD7CPEJKOKAMPMBPZ7UI5E7RT4KRQP22UGHLW7UQSILGHAKA
0,ALGOO3EDTGSXLYDC7NSJIGONSQ6FCEMUVUJ42XBPJ2CI7NMHLILR7GCLKE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,504639375,31566704,0
0,FCYTXBRT2KBG6TY5GQ2S5BNT5DWFNI732GPRZLF36DJFK6PA4U32XU34ZU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,2999922,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,FCYTXBRT2KBG6TY5GQ2S5BNT5DWFNI732GPRZLF36DJFK6PA4U32XU34ZU,18925904,2995,31566704,XCBWFZJ2EQX7BUB375RMDQPKSZZBHJXS4VKX7MQDDUTJXX3KZRIA
0,FCYTXBRT2KBG6TY5GQ2S5BNT5DWFNI732GPRZLF36DJFK6PA4U32XU34ZU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,146353005,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,NRHWAHDXVN2ZKB6DICXQNWVPKTOPJZ7XC4JPMCLW27HPJ4C5DDBA5NPSYI,18925692,106020741,31566704,HWRBOAP5LVGIPMEH763E4CDXQ7VCKIR3L6N5XXIOTXZMLY6V5ZZA
0,J7UJJBC36UKGFO2Z43GS5OACR363EUL6KHJYLEVPNI3Q2CK3NMB4XZ5G7E,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,29531089,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,NRHWAHDXVN2ZKB6DICXQNWVPKTOPJZ7XC4JPMCLW27HPJ4C5DDBA5NPSYI,18925573,161996273,31566704,OK6GHG6NVDCEY5FBFFCN6MJ2KRNWQF7H6OLXA2Y3XQX7LBH2MHOQ
0,VUOAFQXPSXFW35J52NRCVTTML6OXP74GBKVUNLQZ3BIQK4GZY4BX4HUHWQ,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,514360179,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,XTSOWR5N65CFUN76RI2T2EIKABUMYSITEHQEGBMVNKBF7S6C55C74IIAUE,18925466,131708389,31566704,WUFI7VIRI62BE7JXLUTDZLWQA5K3NAUIKQRKQCP2EEY4TVEGUY3A
0,P4WEXVENM63GUJEFNDLFK674DURYSGJDFSSTXOS6WANFY72NBMDPCPU4QA,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,70852601,31566704,0
0,BFNKUGP6J6TM5EJELGBPOOGEGFVUNO35W4AMDLKVBLGNLW4GLCUDRLLEFE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,161452,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,7OMW36WJA5FQH5GJG7XZJIGXMAFV47BNENHU5MDKSU2FZNDQAZ35VX45SU,18925090,10018074,31566704,OGOYTZI375EXGUDMRFKMDWDH3NUUNMS2VPVQD6RYSDCXGVG7XTHQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,7OMW36WJA5FQH5GJG7XZJIGXMAFV47BNENHU5MDKSU2FZNDQAZ35VX45SU,18924946,100000000,31566704,6INUEAVHT2FUU6Y5LIO3Y4N6SRGQQJMPVUHZL5F665B6WZTH3JQQ
